city,zone,latitude,longitude,year,week,month,temperature,humidity,rainfall,sanitation_score,population_density,dengue_cases,risk_score
Kanyakumari,Killiyoor,8.265311626195535,77.21737532270488,2022,44,11,27.8,55.2,1.8,62.1,11642,16,52.8
Kanyakumari,Killiyoor,8.265311626195535,77.21737532270488,2022,45,11,30.5,56.9,5.3,81.4,7126,26,60.8
Kanyakumari,Killiyoor,8.265311626195535,77.21737532270488,2022,46,11,27.8,56.8,6.9,84.8,4014,23,57.8
Kanyakumari,Killiyoor,8.265311626195535,77.21737532270488,2022,47,11,31.6,51.4,1.2,71.2,14961,20,52.1
Kanyakumari,Killiyoor,8.265311626195535,77.21737532270488,2022,48,11,30.5,57.7,0.6,74.2,7348,24,49.8
Kanyakumari,Killiyoor,8.265311626195535,77.21737532270488,2022,49,12,30.5,47.8,20.1,73.1,9051,19,64.9
Kanyakumari,Killiyoor,8.265311626195535,77.21737532270488,2022,50,12,31.3,58.0,11.8,72.9,8763,28,68.1
Kanyakumari,Killiyoor,8.265311626195535,77.21737532270488,2022,51,12,33.1,41.4,16.8,69.3,3253,22,66.2
Kanyakumari,Killiyoor,8.265311626195535,77.21737532270488,2022,52,12,30.2,50.2,2.8,78.4,3683,14,50.1
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2020,1,1,32.9,42.2,6.1,77.5,4323,16,42.1
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2020,2,1,32.8,40.0,1.0,77.1,1057,21,42.8
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2020,3,1,37.3,43.8,5.5,64.8,11200,13,60.6
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2020,4,1,34.6,40.0,0.6,64.8,13540,14,44.1
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2020,5,1,35.5,44.4,11.1,71.0,5146,12,60.1
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2020,6,2,34.7,40.0,4.9,68.3,1200,14,52.3
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2020,7,2,32.6,41.8,6.1,76.5,8514,10,47.7
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2020,8,2,33.1,40.0,1.4,96.7,9153,11,35.6
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2020,9,2,28.0,40.9,1.5,80.3,9169,9,31.6
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2020,10,3,30.2,44.5,11.2,69.0,9904,6,48.8
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2020,11,3,28.7,47.4,3.4,69.9,14229,3,37.8
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2020,12,3,30.9,46.1,1.3,70.9,1094,0,33.5
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2020,13,3,27.2,45.5,1.6,71.8,10961,0,27.2
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2020,14,4,27.7,40.0,10.4,83.0,9084,0,33.2
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2020,15,4,29.7,52.8,9.9,75.3,4897,0,41.4
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2020,16,4,26.0,52.3,0.7,68.9,4553,0,23.2
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2020,17,4,24.2,53.9,3.3,76.1,10647,0,26.9
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2020,18,4,23.5,57.6,2.7,87.0,11804,0,24.1
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2020,19,5,25.2,53.6,17.5,82.6,8794,0,37.8
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2020,20,5,21.5,60.6,0.7,67.0,8434,0,20.9
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2020,21,5,20.3,62.1,0.3,70.4,7719,0,17.4
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2020,22,5,17.0,64.2,16.8,88.2,8239,1,29.9
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2020,23,6,18.9,72.9,7.0,76.8,2300,0,32.1
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2020,24,6,15.0,60.2,27.3,82.1,10850,0,30.2
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2020,25,6,16.8,65.1,91.0,66.3,10832,0,46.5
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2020,26,6,15.0,75.4,31.4,80.2,1107,5,39.2
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2020,27,7,15.0,70.4,85.0,67.9,5009,0,46.1
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2020,28,7,16.4,78.2,44.1,64.8,9967,0,46.8
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2020,29,7,15.0,81.9,40.4,86.4,5556,10,44.4
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2020,30,7,16.1,87.8,34.0,67.7,11154,1,49.6
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2020,31,7,15.0,73.9,96.0,46.7,11299,0,53.5
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2020,32,8,15.0,77.0,84.6,79.5,10134,6,48.9
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2020,33,8,15.0,86.0,109.3,69.9,14436,7,57.7
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2020,34,8,18.1,67.4,29.1,85.8,14520,12,42.4
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2020,35,8,19.6,82.9,41.7,76.0,4401,15,57.9
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2020,36,9,19.0,76.7,20.2,78.2,1801,16,51.4
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2020,37,9,19.8,74.9,101.5,88.2,4028,19,64.1
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2020,38,9,23.1,70.8,35.5,58.5,3429,10,64.2
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2020,39,9,24.3,77.3,74.1,88.2,1902,26,72.3
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2020,40,9,23.8,74.2,45.2,59.8,11703,20,72.3
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2020,41,10,26.9,69.3,26.7,80.6,6718,25,68.3
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2020,42,10,27.7,74.7,132.6,73.6,1601,30,87.1
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2020,43,10,26.5,63.5,97.3,74.7,3381,28,81.2
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2020,44,10,27.2,65.1,60.9,78.6,14989,29,79.2
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2020,45,11,30.1,53.5,0.8,85.6,1531,31,52.3
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2020,46,11,28.5,55.0,3.0,79.8,11928,30,58.4
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2020,47,11,28.5,53.7,5.9,100.0,10471,34,59.3
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2020,48,11,33.2,65.1,4.7,77.7,14730,30,72.8
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2020,49,12,29.0,50.5,5.0,90.4,10884,32,59.9
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2020,50,12,32.7,47.8,0.1,78.5,5889,28,52.6
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2020,51,12,37.4,55.3,0.2,100.0,6424,42,62.1
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2020,52,12,36.3,41.9,2.6,81.9,2436,25,62.9
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2020,53,12,37.7,40.0,4.5,74.2,1803,29,69.2
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2021,1,1,29.6,47.7,22.7,68.8,2784,24,71.7
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2021,2,1,34.3,50.7,10.2,74.2,7831,25,72.0
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2021,3,1,38.2,40.0,1.0,85.0,3920,23,54.8
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2021,4,1,36.0,43.1,6.5,65.7,3643,17,64.9
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2021,5,2,34.5,41.0,2.4,75.8,12011,17,52.4
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2021,6,2,36.2,40.2,0.7,75.4,5659,20,49.2
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2021,7,2,36.7,40.0,7.8,59.9,11012,8,60.6
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2021,8,2,32.7,42.9,31.7,82.5,11828,18,62.6
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2021,9,3,32.4,40.0,3.5,64.7,12329,4,45.7
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2021,10,3,30.3,40.3,1.7,76.7,12466,6,35.4
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2021,11,3,31.6,43.2,2.4,79.2,10747,11,38.8
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2021,12,3,31.0,53.9,7.6,72.2,10376,5,49.2
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2021,13,3,32.1,50.5,6.2,84.0,13899,5,43.7
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2021,14,4,29.6,51.7,4.9,77.4,10210,4,40.5
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2021,15,4,26.3,54.0,22.6,74.2,3906,0,46.6
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2021,16,4,24.9,54.6,3.2,77.3,8460,0,29.7
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2021,17,4,22.7,51.8,3.6,87.0,13277,3,24.7
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2021,18,5,22.5,61.5,2.5,62.8,10485,0,29.7
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2021,19,5,17.8,55.5,0.7,58.7,6901,0,15.9
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2021,20,5,21.8,61.3,7.0,86.1,1587,0,29.8
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2021,21,5,20.7,57.2,0.2,78.0,2525,0,14.2
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2021,22,6,19.8,70.3,16.7,72.1,13591,0,38.9
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2021,23,6,15.0,60.1,52.7,72.9,5903,0,36.7
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2021,24,6,15.3,78.6,33.8,66.2,6289,0,42.6
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2021,25,6,17.1,66.5,64.7,67.8,7038,0,44.6
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2021,26,6,15.0,73.5,50.3,76.3,7208,0,41.0
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2021,27,7,15.0,80.6,4.2,90.1,14439,10,26.8
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2021,28,7,15.7,73.5,158.1,85.7,2108,8,52.5
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2021,29,7,15.0,66.1,84.0,73.7,13426,0,45.1
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2021,30,7,15.3,73.6,45.4,72.1,8001,7,46.4
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2021,31,8,15.0,71.5,38.5,80.4,14816,10,44.0
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2021,32,8,15.0,88.3,15.8,71.1,10018,12,47.0
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2021,33,8,15.0,84.8,24.0,86.9,2063,16,47.2
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2021,34,8,19.3,85.1,196.3,86.5,5797,22,72.8
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2021,35,9,15.6,79.7,67.0,80.3,8713,19,60.4
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2021,36,9,17.8,74.5,65.1,70.6,3204,15,62.9
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2021,37,9,19.4,80.0,60.9,69.3,2999,21,69.3
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2021,38,9,21.0,73.7,55.0,62.1,12380,9,66.8
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2021,39,9,20.2,75.1,10.4,98.6,5496,30,51.5
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2021,40,10,20.6,85.4,12.1,72.4,6393,25,62.5
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2021,41,10,26.5,72.0,27.8,94.4,9635,30,69.7
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2021,42,10,25.8,72.2,7.3,73.1,7779,26,63.7
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2021,43,10,23.7,68.4,101.8,63.2,9595,18,80.6
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2021,44,11,28.1,66.6,8.7,83.9,4438,29,65.2
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2021,45,11,23.4,64.4,0.6,76.1,12400,24,45.1
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2021,46,11,26.1,56.8,4.3,73.0,4425,24,54.6
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2021,47,11,31.2,55.1,6.9,58.3,11027,17,64.3
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2021,48,12,33.1,58.0,8.0,63.5,1953,28,70.9
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2021,49,12,34.4,54.1,1.8,83.4,2790,36,60.6
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2021,50,12,36.3,56.7,9.6,81.9,10361,27,73.5
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2021,51,12,34.8,49.0,0.7,79.4,12955,32,57.3
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2021,52,12,34.9,48.2,0.1,67.6,11305,22,55.1
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2022,1,1,36.5,44.6,0.0,85.2,9666,29,53.2
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2022,2,1,35.4,46.4,8.9,63.1,2436,16,69.0
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2022,3,1,35.0,40.0,3.0,66.4,8924,16,56.8
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2022,4,1,33.5,40.0,14.4,82.2,12863,14,58.7
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2022,5,2,33.2,44.6,0.5,85.2,12282,22,43.4
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2022,6,2,32.0,40.0,0.3,68.2,10908,12,38.1
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2022,7,2,33.3,40.0,0.3,78.0,13913,15,38.2
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2022,8,2,33.3,44.8,0.9,62.0,12580,11,44.9
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2022,9,3,34.9,40.0,1.9,65.3,5705,6,45.5
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2022,10,3,34.2,41.0,3.8,54.9,7996,6,48.5
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2022,11,3,30.0,41.9,4.9,82.2,10975,10,39.5
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2022,12,3,26.7,49.4,0.1,73.4,14890,6,25.4
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2022,13,3,26.0,47.1,0.8,87.5,6185,11,25.0
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2022,14,4,26.5,44.4,2.8,92.4,5254,10,29.9
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2022,15,4,26.7,52.7,1.3,84.9,9608,8,31.3
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2022,16,4,22.3,54.8,2.6,63.4,10423,0,31.0
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2022,17,4,21.4,52.0,3.5,72.9,11211,0,27.6
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2022,18,5,21.3,56.9,4.9,74.9,6797,0,29.5
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2022,19,5,22.2,58.5,3.4,79.1,3125,0,26.8
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2022,20,5,21.8,58.1,5.1,73.8,11064,0,28.4
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2022,21,5,23.8,59.4,5.5,68.2,10218,0,33.2
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2022,22,6,19.5,68.3,19.0,73.7,9132,0,38.3
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2022,23,6,16.1,66.5,18.8,90.0,9514,0,29.8
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2022,24,6,15.4,74.5,23.0,66.1,12946,0,38.3
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2022,25,6,17.8,63.2,29.9,63.3,11352,0,39.4
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2022,26,6,15.0,80.4,6.2,92.0,9154,5,27.5
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2022,27,7,15.0,72.3,22.4,77.7,9069,0,35.1
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2022,28,7,15.0,78.8,39.0,72.1,14237,0,42.8
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2022,29,7,15.0,76.5,59.2,80.1,3947,6,45.3
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2022,30,7,15.0,81.2,19.8,87.8,10984,8,39.1
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2022,31,8,15.0,67.9,153.4,91.7,4812,8,48.3
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2022,32,8,16.6,64.2,74.6,79.9,12609,4,46.2
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2022,33,8,17.1,84.2,15.7,72.7,5759,12,47.8
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2022,34,8,18.0,88.6,45.2,72.7,4171,13,59.7
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2022,35,8,18.1,84.8,41.9,72.0,1025,12,58.4
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2022,36,9,17.8,86.6,50.8,73.3,2936,11,60.1
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2022,37,9,20.0,83.5,20.5,64.8,1392,14,58.8
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2022,38,9,21.3,79.8,23.5,80.5,8616,23,59.9
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2022,39,9,21.0,61.1,72.2,81.0,11247,21,60.9
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2022,40,10,24.8,75.9,36.3,81.8,14053,25,69.3
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2022,41,10,24.8,66.6,8.5,75.3,2932,25,59.0
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2022,42,10,24.8,70.8,64.2,62.8,13082,24,78.8
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2022,43,10,25.2,76.4,55.0,79.3,14894,30,79.2
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2022,44,11,25.9,58.7,9.1,80.5,4396,29,61.0
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2022,45,11,27.8,62.4,1.6,70.4,14100,26,56.5
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2022,46,11,29.9,59.8,2.6,79.3,11081,27,59.3
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2022,47,11,29.5,61.8,8.3,84.3,7793,29,66.7
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2022,48,11,31.2,50.1,3.7,83.7,7783,33,60.4
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2022,49,12,31.9,54.6,5.4,74.4,1745,24,65.2
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2022,50,12,32.3,50.8,0.4,70.0,6468,26,53.9
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2022,51,12,36.4,41.7,1.2,71.7,6728,20,57.0
Kanyakumari,Thiruvattar,8.335010342231953,77.26515061898453,2022,52,12,34.2,50.2,1.2,65.6,10181,21,57.5
Kanyakumari,Thovalai,8.231171776027947,77.50597006674505,2020,1,1,32.7,47.1,11.2,89.2,13215,29,49.2
Kanyakumari,Thovalai,8.231171776027947,77.50597006674505,2020,2,1,39.6,43.0,0.9,75.6,6119,39,66.0
Kanyakumari,Thovalai,8.231171776027947,77.50597006674505,2020,3,1,31.1,45.0,10.7,76.6,1368,33,70.2
Kanyakumari,Thovalai,8.231171776027947,77.50597006674505,2020,4,1,36.8,40.0,7.2,57.7,10462,30,76.0
Kanyakumari,Thovalai,8.231171776027947,77.50597006674505,2020,5,1,31.5,47.7,1.3,75.8,13427,39,61.0
Kanyakumari,Thovalai,8.231171776027947,77.50597006674505,2020,6,2,35.6,40.0,8.1,80.5,6114,43,75.2
Kanyakumari,Thovalai,8.231171776027947,77.50597006674505,2020,7,2,36.9,40.5,6.2,93.8,11466,46,74.4
Kanyakumari,Thovalai,8.231171776027947,77.50597006674505,2020,8,2,32.1,46.4,0.8,88.4,4438,38,60.6
Kanyakumari,Thovalai,8.231171776027947,77.50597006674505,2020,9,2,34.7,40.0,5.6,81.3,6257,37,73.5
Kanyakumari,Thovalai,8.231171776027947,77.50597006674505,2020,10,3,32.3,44.3,1.1,86.1,4285,36,61.7
Kanyakumari,Thovalai,8.231171776027947,77.50597006674505,2020,11,3,31.8,40.0,3.1,79.4,4154,32,63.4
Kanyakumari,Thovalai,8.231171776027947,77.50597006674505,2020,12,3,28.4,48.1,0.3,75.8,5695,29,51.5
Kanyakumari,Thovalai,8.231171776027947,77.50597006674505,2020,13,3,29.4,40.0,0.2,79.9,5532,23,44.9
Kanyakumari,Thovalai,8.231171776027947,77.50597006674505,2020,14,4,24.1,42.1,5.3,79.0,9720,24,49.5
Kanyakumari,Thovalai,8.231171776027947,77.50597006674505,2020,15,4,30.3,46.3,5.9,67.8,6228,23,60.4
Kanyakumari,Thovalai,8.231171776027947,77.50597006674505,2020,16,4,25.7,47.1,0.6,59.5,13661,12,40.7
Kanyakumari,Thovalai,8.231171776027947,77.50597006674505,2020,17,4,23.1,42.7,11.3,65.6,8227,12,46.9
Kanyakumari,Thovalai,8.231171776027947,77.50597006674505,2020,18,4,22.6,60.5,1.1,61.2,11995,13,39.6
Kanyakumari,Thovalai,8.231171776027947,77.50597006674505,2020,19,5,23.8,55.1,5.4,59.6,2927,9,44.8
Kanyakumari,Thovalai,8.231171776027947,77.50597006674505,2020,20,5,22.7,52.2,3.5,77.5,5467,12,34.6
Kanyakumari,Thovalai,8.231171776027947,77.50597006674505,2020,21,5,20.5,66.1,8.3,71.3,3446,19,46.3
Kanyakumari,Thovalai,8.231171776027947,77.50597006674505,2020,22,5,17.0,50.9,3.3,69.0,3580,6,27.5
Kanyakumari,Thovalai,8.231171776027947,77.50597006674505,2020,23,6,18.9,64.7,92.1,76.4,5483,12,57.8
Kanyakumari,Thovalai,8.231171776027947,77.50597006674505,2020,24,6,15.7,72.8,45.3,82.6,2875,22,53.5
Kanyakumari,Thovalai,8.231171776027947,77.50597006674505,2020,25,6,15.0,71.9,64.4,58.3,1249,8,57.2
Kanyakumari,Thovalai,8.231171776027947,77.50597006674505,2020,26,6,18.2,74.5,31.7,91.7,11206,23,53.2
Kanyakumari,Thovalai,8.231171776027947,77.50597006674505,2020,27,7,16.0,78.4,59.4,65.2,10168,19,63.2
Kanyakumari,Thovalai,8.231171776027947,77.50597006674505,2020,28,7,16.5,74.5,29.2,81.3,9422,24,56.4
Kanyakumari,Thovalai,8.231171776027947,77.50597006674505,2020,29,7,15.0,76.2,45.8,67.8,2677,20,60.2
Kanyakumari,Thovalai,8.231171776027947,77.50597006674505,2020,30,7,17.2,77.6,86.4,78.2,4384,27,70.2
Kanyakumari,Thovalai,8.231171776027947,77.50597006674505,2020,31,7,16.1,86.0,10.4,81.1,9888,32,58.3
Kanyakumari,Thovalai,8.231171776027947,77.50597006674505,2020,32,8,20.1,82.4,20.4,84.6,6739,36,69.5
Kanyakumari,Thovalai,8.231171776027947,77.50597006674505,2020,33,8,15.3,76.0,20.5,82.9,10000,32,61.4
Kanyakumari,Thovalai,8.231171776027947,77.50597006674505,2020,34,8,15.0,78.4,44.3,73.8,6218,31,71.0
Kanyakumari,Thovalai,8.231171776027947,77.50597006674505,2020,35,8,18.7,78.4,64.5,59.0,5440,28,81.2
Kanyakumari,Thovalai,8.231171776027947,77.50597006674505,2020,36,9,17.2,69.4,33.6,68.7,3319,30,68.9
Kanyakumari,Thovalai,8.231171776027947,77.50597006674505,2020,37,9,23.4,77.4,57.9,60.2,12540,35,86.7
Kanyakumari,Thovalai,8.231171776027947,77.50597006674505,2020,38,9,19.3,81.6,26.4,67.3,14172,36,76.3
Kanyakumari,Thovalai,8.231171776027947,77.50597006674505,2020,39,9,16.7,74.6,41.2,73.1,5641,37,73.2
Kanyakumari,Thovalai,8.231171776027947,77.50597006674505,2020,40,9,25.1,77.9,62.1,47.8,10405,30,93.3
Kanyakumari,Thovalai,8.231171776027947,77.50597006674505,2020,41,10,23.7,71.0,20.6,64.8,5011,35,78.7
Kanyakumari,Thovalai,8.231171776027947,77.50597006674505,2020,42,10,27.5,67.3,103.7,70.8,3806,41,94.8
Kanyakumari,Thovalai,8.231171776027947,77.50597006674505,2020,43,10,25.7,67.7,36.4,63.7,2167,42,87.0
Kanyakumari,Thovalai,8.231171776027947,77.50597006674505,2020,44,10,26.0,72.2,52.2,60.5,6101,43,93.8
Kanyakumari,Thovalai,8.231171776027947,77.50597006674505,2020,45,11,30.1,64.8,10.3,75.8,11047,48,84.8
Kanyakumari,Thovalai,8.231171776027947,77.50597006674505,2020,46,11,29.7,60.7,0.9,71.4,6549,48,72.4
Kanyakumari,Thovalai,8.231171776027947,77.50597006674505,2020,47,11,30.5,54.7,0.5,74.0,9856,44,68.5
Kanyakumari,Thovalai,8.231171776027947,77.50597006674505,2020,48,11,33.2,56.3,6.1,72.1,8268,52,87.4
Kanyakumari,Thovalai,8.231171776027947,77.50597006674505,2020,49,12,34.2,44.5,5.9,58.8,1831,42,84.9
Kanyakumari,Thovalai,8.231171776027947,77.50597006674505,2020,50,12,31.6,40.2,0.1,75.3,3131,47,62.9
Kanyakumari,Thovalai,8.231171776027947,77.50597006674505,2020,51,12,32.5,51.3,4.1,63.5,1475,38,79.7
Kanyakumari,Thovalai,8.231171776027947,77.50597006674505,2020,52,12,37.2,40.0,2.5,73.2,8712,50,79.6
Kanyakumari,Thovalai,8.231171776027947,77.50597006674505,2020,53,12,35.4,40.0,0.3,66.2,12067,39,67.5
